Name,Writer,Likes,Genre,Rating,Subscribers,Summary,Update
Trump,Chaeeun Lee,1.6,Fantasy,9.54,350.0,"On February 29th, children under the age of 14 are said to have their wishes granted on a day known as Melly Day. In a world where humans are said to be blessed by the gods, Hiasen has been granted the ability to manipulate mana in his dreams... but all he really wants is to see his mother again. When his wish is granted on Melly Day, the world as he knows it changes forever.", MONDAY
Noblesse: Rai's Adventure,Jeho Son / Kwangsu Lee,301953.0,Action,9.83,372.4,"Rai, the noblest of all vampires, wakes up from 820-years long sleep and starts his new life as a student in a high school founded by his loyal servant, Frankenstein. But his peaceful days with other human students are soon interrupted by mysterious attackers known as the ""Unions"".",COMPLETED
Super Secret,eon,11.4,Romance,9.83,1.7,"You know that one close friend who takes care of you as if they were your own mother? For Emma, that friend is Ryan. He's the boy next door with a super secret -- he's actually a werewolf with a supernatural family. Will he be able to keep up the act hiding his true identity from his long-time friend?",COMPLETED
Mosquito Wars,JH,488682.0,Sci-fi,9.62,119.0,"One hundred years after mosquitoes have evolved into the strongest predators on Earth, only 5,000 humans remain. Mankind's last hope -- an elite team of special soldiers -- races to save the day. Will they obtain the secret research that may give humanity a fighting chance against the mosquitoes before it's too late?",COMPLETED
ORANGE MARMALADE,Seokwoo,4.7,Romance,9.68,987.3,People are no longer afraid of vampires but that doesn't stop humans from discriminating against them. Can Mari Baek hide her identity when she falls in love with a popular boy who hates vampires?,COMPLETED
The Wolf & Red Riding Hood,XUANN,3.4,Comedy,9.63,616.5,"High school student Anna wakes up one day to find that she's super hairy, incredibly strong, and craves meat all the time. Her mom thinks it's pubertyâ€¦ until Anna grows ears and a tail. Definitely not puberty. Can she figure out how to stop herself from becoming a werewolf before the full moon?",COMPLETED
GOSU,Giun Ryu / Mun Jeong Hoo,6.0,Action,9.85,702.8,"When his master dies, Gang Yong pledges to avenge his teacher at all costs. After training his martial arts skills in seclusion, Gang Yong sets off to hunt down the traitors and make them pay! But when he gets to town, he discovers they're... already dead? Well, what's he supposed to do now?!",COMPLETED
Siren's Lament,instantmiso,22.3,Romance,9.75,3.0,"Content with her ordinary life, Lyra is somewhat of a wallflower. However, her comfortable lifestyle suddenly goes astray when she accidentally plunges into the world of sirens. Entangled in a curse, Lyra will learn that her world may be a lot bigger than she had ever imagined.",COMPLETED
Noblesse,Jeho Son / Kwangsu Lee,19.5,Action,9.77,1.7,"Rai wakes up from an 820-year-long sleep and starts his new life as a student in a high school founded by his loyal servant, Frankenstein. But his peaceful days with other human students are soon interrupted by mysterious attackers known as the ""Unions.""",COMPLETED
Cape of Spirits,Kris Nguyen,2.1,Action,9.5,514.5,"A former heir to the throne, Jinsei Kimura is now a fugitive on the run from the very empire he once called home. Now, to clear his name, Jinsei must fight alongside a team once sworn to deliver his head , working together to uncover the truth behind the coins that power their civilization. In a world without trust, where long-time allies are now enemies, can Jinsei harness the power of the Spirit Coins to find his own personal redemption?",COMPLETED
Rise from Ashes,Madeleine Rosca,4.1,Supernatural,9.7,738.0,"The living and the dead have coexisted for a millennia, overseen by the Red Crows, a conclave of mediums who have power over the spirit world. However, in the early twentieth century, change is afootâ€¦and a coming world war threatens the balance between mortals and ghosts! In the midst of this upheaval, one small ghost merely wishes to be left alone, and haunt her abandoned house in peace. But even the dead can have a great destiny that calls...",COMPLETED
Crumbs,Whitherling,1.6,Romance,9.69,290.2,"In a very special town, there's a very unusual bakery where the house specialty is a selection of baked treats hand-crafted to help you make your dreams come true , whether you need inspiration, support or confidence, they've got a cake or muffin fresh-made with magic to meet your needs. But for Ray, a quiet young woman with special powers of her own, the order is always the same: a hot tea with a delicious side of romance.",COMPLETED
Aerial Magic,walkingnorth,1.5,Fantasy,9.68,485.8,The daily life of an apprentice witch.,COMPLETED
Phantom Paradise,Rurisen (L. Zhu),3.3,Fantasy,9.49,616.8,"A male concubine climbs his way up in the imperial harem of Phantom Paradise, hiding an ulterior motive.",COMPLETED
Dragnarok: Descendants,KPJ / Magmi,342838.0,Fantasy,9.34,211.4,"Chosen by the dragon gods, Kirym, a man who wields great power, must go on a quest to save his family, his country, and his way of life. Up against a rogue dragon god and flesh eating monsters, Kirym and his friends must race against time... or lose everything.",COMPLETED
For the Sake of Sita,Haga,321269.0,Romance,9.53,247.6,"A medical student passionately falls in love with a fallen goddess during his volunteer abroad in Nepal, and he desperately tries to fight off destiny to save his love.",COMPLETED
Catharsis,Ahniki,3.1,Fantasy,9.56,611.4,"Fear is a powerful emotion that can end up overtaking one's life. Leon thought he knew that. But when he's thrown into the demonic realm that Catharsis governs over, he'll learn that there is more to ""true"" fear than he could ever have imagined... But will he learn how to face it?",COMPLETED
Newman,Josh Ulrich,2.5,Fantasy,9.73,192.9,"This isn't your average workplace relationship. It's not every day you fall for a girl who accidentally turns you into her love slave, but that's not half as scary as meeting her mother. Oh, and did we mention the monsters? There's lots of those.",COMPLETED
Your Adventure,Chris McCoy,149983.0,Comedy,9.15,46.3,"""Your Adventure"" is a comic where YOU decide what happens!",COMPLETED
DON'T HATE,Pink_Alien,4.1,Comedy,9.35,267.5,"After the devastation of WWIV, humans have become virtually extinct and left the rest of the animal kingdom for themselves. Several decades of evolution later, the animals have grown in both population and human-like intelligence. Bucky is the last human on earth, and not everyone is a fan of his human history. He faces constant harassment and discrimination from his animal classmates to which he dreams of eradicating. It's not until he saves an all-powerful killer whale that his simple act of kindness becomes an endless cycle of pandemonium.",COMPLETED
Refund High School,LICO,11.6,Fantasy,9.76,1.2,High-schooler Aru's dream of becoming an idol is cut short after dying in a car crash on her way to school. She finds herself being offered the option to be reincarnated into a fish... or attend Refund High School in the Underworld to change her fate. Will Aru be able to earn enough karma to reincarnate as the ideal version of herself?,COMPLETED
The Steam Dragon Express,Merryweather / Porforever,2.9,Fantasy,9.64,320.1,The Steam Dragon Express is a magical flying academy,COMPLETED
Nightmare Factory,Snailords,3.0,Thriller,9.5,596.9,"A lonely insomniac writer fills her room with stories of strangers she eventually encounters. Her family vanishes overnight. The only evidence of their existence is her memories. To make sense of her world and why the stories are written, her newly encountered friend and herself will read through a library worth of her handcrafted books, filled with tales of fantasy and adventures.",COMPLETED
April Flowers,ccustard,1.3,Fantasy,9.48,385.1,"Ghosts and demons roam the earth, and it's up to exorcists to stop them. Powerful, fearless, and courageous- it's April's dream to become an exorcist, and when she's admitted into Elden Academy, the top school for exorcism, she's more than excited to start. However, the appearance of an unexpected roommate reveals the secrets and lies that lay within the world of ghost hunting.",COMPLETED
Flow,Honey B,2.8,Fantasy,9.76,695.4,A fantasy comic about a boy's destiny that starts to change as he receives a gift from his guardian god.,COMPLETED
Hellper,SAKK,965368.0,Fantasy,9.73,163.4,"When the leader of a biker gang dies and finds himself with a ticket to Hell, he sets out on a quest to change his fate. He needs to collect 100 black bracelets of other condemned souls to qualify for reincarnation.",COMPLETED
Snailogy,Snailords,2.4,Slice of life,9.44,341.2,"I like writing jokes people don't laugh at. Lighthouse for lost souls with social anxiety, depression, gender dysphoria...and more.",COMPLETED
FLOWAR,Hongjacga,223996.0,Sci-fi,9.47,77.3,"""Wake up."" These are the words Sora Han hears right before her heart stops and then begins to beat again. The first and only person in the world to successfully have a plant heart transplant, Sora has felt an inexplicable pull to go to outer space ever since her operation. At 25 years old, she finally gets the chance. But why does everything on the planet she travels to seem familiar? Sora learns more about herself on this journey than she could have ever imagined.",COMPLETED
UnderPrin,smbryms,2.6,Supernatural,9.28,570.9,"Jin is a famous singer whose true identity is Lord Perdien, the legendary demon lord. Having withheld his secret for years to give his son Mi-Ryu a normal life in the human world, he is forced to take action when Mi-Ryu is threatened. Now that his demonic powers have been awakened, Jin will fight anything to protect his son.",COMPLETED
LESSA,POGO,533002.0,Action,9.73,205.2,"There are attacks everyday and people suddenly changed into Deman. But I... should look for my sister; also, the Gods are here to help humans to prevent the attacks.",COMPLETED
Strawberry Seafoam,Bryan Golden,2.0,Fantasy,9.27,379.6,Frasei is shy young mermaid who attends the prestigious Delphic Academy to learn sea magic. But everything changes when she discovers a unique calling!,COMPLETED
Falling in the Blue,SimzArt,128748.0,Sci-fi,9.32,88.3,"Special delivery to planet Mars! Intergalactic delivery service Warp Inc. is expanding into the outerreaches, and someone has to drive the long-haul trips. But will two kids and a Kiwi bird in a broke-down spaceship really be able to make their delivery deadlines on time? And, more importantly, will they be able to uncover the sinister plot hidden inside their classic cardboard boxes before it's too late for them...and the universe?",COMPLETED
LESSA 2 - The Crimson Knight,POGO,806466.0,Action,9.79,164.8,"There are attacks everyday and people suddenly changed into Deman. But I... should look for my sister; also, the Gods are here to help humans to prevent the attacks.",COMPLETED
Dents,Beth Behrs & Matt Doyle / Sid Kotian,847763.0,Sci-fi,9.47,253.4,"Dents is an apocalyptic journey to the year 2111, where more than half of the world's population has been wiped out by an ancient plague. After a vaccination is developed, there is a massive increase in the birth of identical twins possessing extraordinary powers, known in society as ""Dents."" Following an incident at school, Eleanor learns that she herself is a Dent, separated from her twin at birth, and is quickly swept into an underground society of other Dents trying to survive.",COMPLETED
ROB,Richard Dinnick / Magda Price & Miguel Sepulveda,60367.0,Fantasy,8.77,56.1,"When war threatens to destroy his nation's entire way of life, a young squire named Rob knows just the thing to do: steal a weapon from the Timeless Armory. The only thing standing between him and victory is thousands of miles, sinister knights, crooked elites and enemy assassins. Will he make it back in time to stop the invaders, or will he be vanquished along the way?",COMPLETED
Brothers Bond,Kevin Grevioux / Ryan Benjamin,139498.0,Action,9.1,104.6,"An exiled prince and his two blind samurai protectors set on a dangerous journey to reclaim their
 kingdom from demonic forces.",COMPLETED
1000,Chuck Brown / Sanford Greene,78037.0,Action,8.98,102.7,"Set in a modern world of aliens, warlocks, zombies, and ancient beasts, ""1000"" follows Dragon Son - a supreme entity who's abandoned all creation as he struggles to return to his true Dragon form by completing 1,000 acts of repentance. Son is joined by five other agents who are charged with secretly policing the world and keeping civilization from crumbling completely.",COMPLETED
SOUL CARTEL,Haram / Youngji Kim,1.2,Fantasy,9.7,224.4,"When Shihoon was a child, his exorcist parents vanished in a fight with underworld spirits. After Shihoon has a chance encounter with the devil Mephisto, he somehow ends up contracted as the next judge for the legendary fight between archdevil Mephisto and the human, Faust. Along with his exorcist older sister, Shihoon enters the underworld to fulfill his contract and search for clues of his parents' disappearance.",COMPLETED
Messenger,Paul Tobin / Ray Nadine,705384.0,Fantasy,9.25,97.4,"Dare Crilley is a bike messenger, and is utterly unsurpassed. She scoffs at bad weather, traffic is barely an obstacle, and she's never even missed a delivery. That's good, because Dare is about to discover her mysterious new client is literally divine, and that a dispute between the gods means the fate of the universe rests on a series of increasingly more difficult bicycle deliveries. Will Dare fail on any of these fateful missions? Can she assemble all the parts for the Legendary Divine Bicycle? One thing's for sure, Dare never backs down when it's time to deliver.",COMPLETED
Helios:Femina,Michelle Phan,296855.0,Fantasy,8.73,208.4,"With no knowledge of her birthright, Rhea Oribel, a young songstress of celestial origin, awakens her true calling.",COMPLETED
Ghosts Among the Wild Flowers,Ghost Wintersnow,447176.0,Fantasy,9.6,120.7,Â¨Ghosts among the wildflowersÂ¨ is a webcomic about a group of strangers coming together to search for a treasure they arent sure even exists.,COMPLETED
Shadow Pirates,Sean Galloway / â€‹ Ian Hopps / Leonel Castellani,49522.0,Fantasy,9.19,45.6,"The Shadow Pirates are the new sheriff in town. Beware all evildoers. This ragtag group of heroes will do whatever it takes to protect their majestic, underwater city and the inhabitants of Old San Diego. You haven't seen justice served until you see the Shadow Pirates lay down the law.",COMPLETED
Fantasy Sketch - The Game,Jaekyeong Um / Beom Sick Cheon,94845.0,Sci-fi,8.79,50.7,This video game would take you to the bottom of the world.,COMPLETED
Firebrand,Jessica Chobot& Erika Lewis / Claudia Aguirre,303754.0,Supernatural,8.92,165.4,"Natali Presano never fit into her father's perfectly human world: politically ambitious, he turned his back on her just when she needed him most. Losing her mother to tragedy as a young child, Natali fled the safety of home into the arms of her aunt Selena, the mysterious guardian of a magical order waging a centuries-old war for survival in the mountains of Spain. 
  
 Natali, now in her 20s, has followed in her aunt's footsteps, becoming a powerful but rebellious witch in her own right. Returning to Seattle, she finds herself caught between a cruel modern world and the ancient evil threatening to destroy it.",COMPLETED
Knight Run,Sungmin Kim,154621.0,Sci-fi,9.31,88.5,"If you could be teleported down to the planet's surface, will you fight against aliens to save the last human beings? Now, here are the heroes, Class S, who fight against aliens with AB swords to protect you.",COMPLETED
Magician,Serae Kim,2.2,Fantasy,9.68,186.0,"Iremy and Enz follow the Ethermask around the world looking for a lost magic. They make friends, defeat enemies, and uncloak the mystery of the Ethermask's immortality along the way.",COMPLETED
Spirits,Joseph Grabowski / Colin Lawler,157755.0,Fantasy,9.17,56.9,"Spirits are the living essence of the natural world. They have existed since the dawn of time. Here, on earth, they are all around us, but we cannot see them.
 
 Well, most of us.",COMPLETED
Aura from Another Planet,Kyusam Kim,264872.0,Comedy,9.24,50.8,"Aura is a certified buff spell caster from Planet Leviathan that came to earth by a portal accident. She attends school on earth as a way of adapting, and never fails to find friends, old alien frenemies, and troubles with her buff spells.",COMPLETED
Inarime,Maria Riccio / Tommaso Bennato,116737.0,Superhero,8.85,99.6,"Ancient Gods and new battles; the unborn Typhon's seventh daughter and her incredible adventures trying to understand who she is and why the Gods of Olympus are so hostile toward human beings. Warn you to believe at who says that they're just ""myths"", they are more real than what you think, and they are among us.",COMPLETED
Cyberbunk,Bradley Mason / SCE,136252.0,Sci-fi,8.64,44.0,"A couple of elves, a gnome and a construct walk into a barâ€¦ Ranial, Thame, Ian and Math, four strangers brought together by circumstance, set off on a satirical cybernetic adventure. In the wake of a war that has left their world a post-apocalyptic, cyberpunk, fantasy wasteland. Words and Letters by Sam Machado with Edison Rodgers, Art by Cynthia Sousa Machado (Theamat) and Edison Rodgers with Sam Machado. Created by Bradley Mason.",COMPLETED
Acursian,John Barrowman / Carole Barrowman and Erika Lewis,34424.0,Supernatural,7.24,55.1,"Starring John Barrowman, Acursian is a time-traveling magical journey set between 1745 and present day that follows Charlie Stewart, a dislikeable lawyer whose bloodline is cursed by the Gods after Charlie's ancestor, Prince Charles Edward Stewart, makes a deal with Bregon, the god of war. The exchange quickly backfires with Bregon stealing three talismans from his sisters, the goddesses of fate and time, and a battle soon ensues. Until the talismans are returned, the three sisters can no longer control fate and time, and Charles Edward Stewart and his descendants are cursed to lose everything on their 40th birthdays.",COMPLETED
Unlucky is as Lucky does,M. Nires,2.7,Comedy,9.67,238.9,"An enemy from afar has threatened to kidnap the king's daughter. The king springs into action seeking the most elite members of his kingdom to protect her. Sounds like your average everyday fantasy tale. Except that it isn'tâ€¦ The king is overprotective, the queen can barely tolerate the king, the princess-in-distress is only 7 years old but is strong enough to beat up anyone in the kingdom, and the man or woman who must protect her? He doesn't have to be the strongest or the smartestâ€¦just the LUCKIEST person who ever lived. So yeah, what this tale lacks in tradition, it makes up for in sheer over-the-top lunacy!"," WED, SAT"
Little Matcha Girl,mame Â´ï½¥Ï‰ï½¥`,1.2,Fantasy,9.77,320.6,"Poor Matilda. All she wants out of life is to be a RuneTube star , sharing her escapades with fellow adventurers from around the world. But when you're the granddaughter of a killer mafia boss, and necromancy is a family tradition, your life plans have a tendency to go awry.", TUESDAY
Deor,J.oori,2.2,Fantasy,9.69,841.5,"The young prince, Deor, is an outcast in his own land. Born without the ability to use magius , a rare condition that marks him as an incompetent , he relies on his intelligence and tenacity to prove wrong those who believe he is not fit for the crown. However, with deadly demons and conspiracies threatening the very existence of humanity, Deor must protect the very kingdom which ridiculed him. Will he be able to defeat the demons and secure his position as king?", SATURDAY
EMPYREA,OHKATES,2.8,Fantasy,9.75,623.1,"For centuries, twelve Guardians and the Knights who serve them have protected Mankind from the fearsome Keres, ancient creatures with a thirst for souls. However, a series of sudden and brutal attacks threatens the fragile peace between Realms. Now Hawk, a Knight who bows before no one, and Kira, a young inventor, find themselves in the eye of the storm and will have to rely on each other to navigate through decadent courts of intrigue and deceit...", MONDAY
Skye,Cynthia J.S.,375582.0,Fantasy,9.63,176.0,"In a world where magic meets technology, an exceptional engineer comes across an unusual find. What was meant to be a simple trip to the junkyard has lead Skye to discovering a fully functioning robot! But while trying to help the robot find her original owner; secrets begin to unravel and Skye learns the truth behind her clouded past.", TUESDAY
The Red King,Heylenne,2.5,Supernatural,9.76,802.7,"Being young, rich and handsome doesn't always bring you happiness. Just ask Ivan, the black sheep of his family. If he wasn't busy drinking, partying and being a royal screw up, he could be building a career in his father's vast business. As if Ivan's volatile family dynamics couldn't get any worse, he accidentally helps a supernatural entity steal a secret that could sink his father's entire corporate empire.", THURSDAY
Lalin's Curse,Isakytm,3.0,Supernatural,9.87,784.3,"David is what the supernatural crowd likes to call a ""true believer,"" a badge the teen wears proudly as he searches for the existence of all things scary and mysterious. When David, alongside his skeptical best friend Felix, are presented with proof that something terrifying may have landed right on their doorstep, the hunt for the Curse of Lalin is on - and life will never be the same again.", THURSDAY
Batman: Wayne FamilyAdventures,StarBite / CRC Payne,306464.0,Slice of life,9.7,533.4,"Batman needs a break. But with new vigilante Duke Thomas moving into Wayne Manor and an endless supply of adopted, fostered, and biological superhero children to manage, Bruce Wayne is going to have his hands full. Being a father can't be harder than being Batman, right?", THURSDAY
Mage & Demon Queen,Color_LES,18.0,Comedy,9.78,2.3,"Adventurers seek to take the demon queen's head, but a love-struck young female mage wishes to take her hand. Join us won't you, for this bawdy tale of love and persistence set inside a real-life RPG.", THURSDAY
My Giant Nerd Boyfriend,fishball,50.6,Slice of life,9.73,2.1,"Having a boyfriend who's a full foot taller than you might seem adorable at first, but it usually just ends up causing a whole bunch of minor inconveniences. Follow Fishball as she navigates the Malaysian life with her 6'5"" geeky boyfriend."," MON, WED, FRI"
Rooftops & Roommates,Zaanart,1.5,Comedy,9.43,380.2,"Jeb is an architecture major at university, rooming with his best friend Todd. There's just one problem... Jeb's secretly a gargoyle! Between studying, partying, and a bad ghost problem, will Jeb be able to keep his true identity a secret?"," MON, FRI"
Your Smile is a Trap,Momozerii,157109.0,Romance,9.79,788.3,"Ex-idol trainee Kiyu has lived his whole life adored by everyone for his good looks. But he dreams of ordinary high school life, so when he puts on glasses to blend in with his peers, he finds that making friends is a lot harder when you don't have your looks to fall back on. Not to mention he's also socially awkward, his new seatmate has a permanent scowl on her face, and his fans have tracked him down at his new school.", MONDAY
High Class Homos,AENGO,4.1,Comedy,9.32,151.6,"Princess Sapphia of Mytilene is not into princes. So, when her parents start putting the heat on her to get hitched, she enlists the help of her equally gay best friend, Prince August of Phthia. But will these two royals be able to pull off a convincing sham marriage? More importantly, will Sapphia ever land a date with the castle maids? Follow these high class homos as they navigate life, love, and (occasionally) their actual jobs."," THU, SUN"
Not So Shoujo Love Story,Curryuku,3.0,Comedy,9.64,546.2,"Romance-super-fan Rei Chan is ready for her first boyfriend and she knows just who it'll be: the most handsome boy in school, Hansum Ochinchin. But her plans for the perfect love story are derailed when the most popular girl in class declares herself a rival....for Rei's heart?! This is the year her not so shoujo love story begins!", TUESDAY
Romance 101,Namsoo,3.4,Romance,9.81,422.1,"Bareum's planner might be full, but one thing she desperately needs in her diary is a date. When she is lured into joining a programming club by her friend's hot coworker, it looks like there might be hope for her. But will her inexperience lead to her downfall? And why does she keep running into his bad-tempered friend instead?"," TUE, FRI"
Adventures of God,Teo / Corey,23.6,Comedy,9.44,1.4,"In this slice of (eternal) life, you'll meet God, visit Heaven and learn that what goes on behind the pearly gates isn't exactly the way the good book describes it. For starters, it's a pretty unhealthy work environment - what with God's ginormous, fragile ego and heavy drinking problem. The good news is that while heaven is a lot less holy than expected, it's much more hilarious too."," TUE, SAT"
So I Married the Anti-Fan,Jaerim / Eunjeong Kim,868627.0,Romance,9.42,486.3,"How far would you go to take down the person you hate most? With no house, no job, and nothing left to lose, Geunyeong Lee is willing to risk it all to bring down the country's national treasure, Korean superstar Who Joon. But once the two really get to know each other, bringing him down suddenly becomes a lot harder. Will she be able to ruin him once and for all after she learns the truth about the man behind the popstar?", FRIDAY
Bluechair,Shen,37.4,Slice of life,9.72,1.3,The internet's favorite visual stand-up comic to make memes out of.," WED, SAT"
Daily JoJo,Donggeon Lee,51923.0,Romance,9.73,89.3,"Eunjo is an ordinary office worker who lives by the personal mantra, ""There's always tomorrow!"" She's lazy, messy, and clueless when it comes to looking presentable. Her colleague Wan Jo is the polar opposite. He's religious about self-care, and particular about his carefully constructed image. But they both have something in common: they're constantly at war with their past and future selves.", MONDAY
My Younger Brother's Friend,Nimni,203729.0,Romance,9.27,202.5,"Ga-eun is a junior in college who lives with her younger brother, a senior in high school. Ever since their parents' death, she has tried to stay strong and confident amidst juggling school and raising her brother. And after getting dumped by her boyfriend, dating is the last thing on her mind... until she gets involved with three of her brother's friends. Which one will she choose? The cheeky, handsome childhood friend Dowan? The calm, collected, and responsible class president Sangu? Or the quiet and intimidating but kind-hearted Jun?", TUESDAY
Live with Yourself!,Shen / David Mercier,9.7,Comedy,9.76,612.8,"An explosive time-space accident leaves happy-go-lucky 20-something Todd living with himself, himself, and himself. You get to watch the struggle."," TUE, SUN"
Safely Endangered,Chris McCoy,19.6,Comedy,9.56,1.0,Silly comics for silly people.," MON, WED"
Match Made in Hell,keitalia,52234.0,Romance,9.4,102.3,"When tough girl Kylie's former friend Tristan asks her to the Valentine's Dance, she knows he must be up to no good. 
 But nothing could prepare her for a figure from the past to return and disrupt the two feuding frenemies. With college prep, school cliques, and a disastrous dance ahead, will sparks fly in their senior year or will they stay a match made in hell?", TUESDAY
Andy Bass,KenneDuck / Gia,1.0,Comedy,9.36,160.4,"Andy Bass is just like any other high school sophomore. She has to deal with maintaining grades, having an arch-nemesis, falling for a cute transfer student, and most importantly, being a vertical mermaid! (Totally normal, right?) Andy is the most hideous creature alive, and she still has to attend public school!", FRIDAY
Murrz,Murrz,20.4,Slice of life,9.66,774.7,"Come along with Murrz and her ridiculous life full of jokes, cats, school, and learning to navigate the 21st century."," TUE, THU, SAT"
The Build Up,911,383027.0,Sports,9.76,156.6,"Maru Kang was just an ordinary kid with ordinary interests, until one day his father forces him to watch a soccer game on TV, sparking an obsession with the sport. Filled with determination, he sets a new goal for himself -- to become an amazing soccer player! The only problem is, he has already been proclaimed the ""King of the Losers"" at his high school. Can Maru overcome the obstacles in his path and transform into a talented and successful soccer player?", MONDAY
Her Mannequin,Steak / Sang beom,28458.0,Romance,9.33,229.0,"A walking, talking mannequin. Is this an opportunity to use, or an opportunity to be used? Bora simply wants a chance to get close to the fashion designer, Hongrin Da. Yet it would seem that Hongrin wants something more from Bora. Will Bora's struggles to become a fashion designer pull at Hongrin's heartstrings? If she even has any to begin with...", TUESDAY
The Hip Guy,ST,377178.0,Comedy,9.2,208.3,"27-year-old Ga-eun Seong has everything that money can buy, but she can't rest until her athleisure company is the best in the industry. That's why she hires Chan Gwak to model her new leggings line for men. Chan has the perfect butt, but is it perfect enough to meet Ga-eun's high standards? After social media interactions have people thinking they're dating, Ga-eun begins to question... even though Chan's not her type, could she end up falling for him anyway?", TUESDAY
CARL,Nekucciola,223054.0,Slice of life,9.77,381.8,Carl is a robot psychiatrist that suddenly becomes sentient. He starts longing to be human but his creator and father figure Dr Alda prevents him from showing his feelings out of fear of losing him. More challenges arise when Alda's arch nemesis sets out to destroy them both.," THU, SUN"
Gecko Chan,RE ME,735275.0,Comedy,9.24,75.4,"Gecko Chan is a young monster with uncontrollable strength. After moving to a new city, Gecko will have to learn to fit in a city that wasn't prepared for his monstrous size."," MON, THU"
CinnamonRoll,Meritxell Garcia,242273.0,Romance,8.81,291.2,She's cold as ice. Can he melt her heart? â„ï¸, SATURDAY
Deadlove,AHNJOO,9574.0,Slice of life,9.18,74.5,"They say you can't run away from your problems... and Joel just learned that the hard way.
 
 Talk about having cold feet! Joel is all set to marry Kim, his art school sweetheart, but in a moment of poor judgment he has an affair with his roommate Zoe. Hounded by the guilt, but unable to fess up to his fiancÃ©, he decides the most responsible thing to do is... run away. As far and as fast as he can. He now finds himself selling cosmetics at a shopping mall in New Zealand. Sure, he is homesick, and everything is unfamiliar, but at least he can work through his issues in peace and quiet, right?
 
 Wrong. Read this comic to find out how Joel's plans fall apart, and how he puts himself back together, with the help of an unexpected guest...", WEDNESDAY
Plum,Guy / Teo,244057.0,Sports,9.57,113.1,"In a world much like our own, fruit stacking has become the world's most popular sportâ€¦and a young boy named Plum will become that's sport most beloved underdog. Plum's journey begins at the gates of Apple Seed City, the living, breathing home of the beloved sport itself. Will he succeed? Can he overcome the odds? The answers can be found up in clouds, as our hero begins his quest to stack higher than anyone before him.", MONDAY
Meow Rangers,Matthew J. Rainwater,575048.0,Comedy,9.34,32.0,"Hyemin Lee is your typical high school student, complete with a pet cat and an annoying older brother. But when the shapeshifting villainess Nero unleashes a cat the size of an apartment building to terrorize Hyemin's hometown, Hyemin comes into possession of a magical watch and finds her true calling: she must join the fight against feline foes and become a Meow Ranger.", SATURDAY
BOO! It's Sex,Danielle Corsetto / Monica Gallagher,4.4,Slice of life,8.85,556.4,"Four high school classmates move into a former sorority house for their first year of college, and immediately discover the ghost of a dead sorority girl stuck in a discarded bottle of tequila. While the freshwomen are settling into college life, Tara settles herself into the center of their personal lives, acting as a seasoned mentor for their transition from girls to ladies.â€‹",COMPLETED
Toaster Dude,littlebobler / soaporsalad,3.1,Comedy,9.77,455.6,"All his life, Dude has had one simple dream: to own a toaster. And he's finally done it. Nothing could possibly go wrong... right?",COMPLETED
AXED,Shren Patel / Emi MG,3.5,Comedy,9.64,459.6,"Meet Axelia. Since she was a little girl, all she's ever wanted to do was become a Monster Hunter. Tough and tenacious, she worked hard to achieve her dream. And then on the day she graduated from Monster Hunter school, with her whole professional life ahead of herâ€¦the world declared eternal peace between monsters and humans. Well then. Now, with a useless degree, and no other viable job skills, Axelia must take on any job that will have her. Alongside a wisecracking, underachieving demon and pretty wood nymph whose roots don't quite reach the soil, Axelia is determined to find the adventure she craves , even if it's at a soul-crushing minimum wage job. Girl's gotta eat, right?",COMPLETED
My Daughter is a Zombie,Yun-chang Lee,1.9,Comedy,9.66,325.5,"One year after an unprecedented zombie attack that killed hundreds of thousands, South Korea has finally been declared zombie-free. But Jeonghwan holds a secret: his daughter is the last zombie left on earth. When her cravings are satisfied and her violent tendencies die down, it almost seems like there's hope for her to have a normal life. But how long can he keep Su-ah a secret from everyone else?",COMPLETED
Illustrated Internet,Dami Lee,611473.0,Comedy,9.05,136.4,"The internet is full of precious jokes that deserve to be cherished forever. These are my favorite tweets, Tumblr text posts, and other gems from the world wide web in comic form.",COMPLETED
UndeadEd,Boredman,1.0,Supernatural,9.69,115.2,"After being declared clinically dead, traveling salesman Ed Zamsa tries to go on with his life regardless of his strange condition. As if things weren't hard enough without being dead.",COMPLETED
Brutally Honest,Deya Muniz,1.1,Comedy,9.47,203.6,Funny things happen so I draw them.,COMPLETED
Matchmaker Hero,Madeline Ince,1.0,Sci-fi,9.47,352.2,"Richie is a simple boy with a simple life. Yes, he has a distinct tomato allergy, and no, he's not interested in dating. That is until he goes on a blind date with Elle, the richest girl in the town of Overlook. It's an awkward date that gets straight up weird when Elle asks him to fight aliens alongside her. Wait...what? It turns out, not only do aliens exist, but they're also linked to Richie's past. Now, Richie has to find the answers to his alien heritage, while hiding the true motives behind the fabricated romance between him and Elle. What could possibly go wrong? Not much, besides fighting seven mega-powerful alien heirs who threaten to destroy everything he loves.",COMPLETED
10th Dimension Boys,Cutbu,741512.0,Comedy,9.34,87.9,"In another dimension, anything can happen in your daily life. Absurdly funny, the boys from the 10th dimension are up to no good again.",COMPLETED
Saphie: The One-Eyed Cat,joho,11.5,Slice of life,9.8,639.5,A comic about a one-eyed house cat with her fellow house cat brothers :3,COMPLETED
